Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA,Voltage,Circuit,Transformer_Bin
PROJ-4716,BhadlaGIS,Desert Plains,2019,2554,3,77233,2682,132170,4,S/C 220 kV,AIS,Medium,12,2019,2021,894,693.8221610245673,220,S/C,2+
PROJ-9163,Ranchi,Hilly Forests,1399,1132,1,36450,1359,43936,2,S/C 220 kV,GIS,High,12,2020,2024,453,347.3181870622838,220,S/C,2+
PROJ-7677,NelloreGIS,Coastal Plains,1235,1483,2,44846,1557,84420,2,S/C 220 kV,AIS,Medium,18,2011,2013,519,547.3904604811078,220,S/C,2+
PROJ-6587,Solapur-II,Central Plains,2266,2034,2,70295,4062,252623,5,D/C 400 kV,GIS,Medium,18,2010,2012,677,2513.3786030261726,400,D/C,2+
PROJ-5635,Ananthapuram,Coastal Plains,818,983,1,29726,1032,55957,1,S/C 220 kV,Hybrid,Medium,18,2012,2015,344,263.5808353664879,220,S/C,1
PROJ-2031,Yadadri,Central Plains,1729,1123,2,50939,2700,232461,1,D/C 765 kV,AIS,Medium,12,2020,2022,450,1370.7971723381131,765,D/C,1
PROJ-7666,Nagbhid,Central Plains,3229,5294,2,160091,5559,273964,3,S/C 220 kV,Hybrid,Medium,12,2022,2024,1853,719.3002022676197,220,S/C,2+
PROJ-8494,Gopalpur,Coastal Plains,1615,2707,2,81860,2037,115572,4,S/C 220 kV,GIS,Medium,18,2017,2019,679,410.2123412143179,220,S/C,2+
PROJ-6965,RanchiRE Park,Hilly Forests,1942,1523,1,73561,2742,315261,4,D/C 765 kV,AIS,High,18,2013,2016,457,3786.958101245571,765,D/C,2+
PROJ-8816,Khetri,Desert Plains,1125,1351,1,40854,1419,69914,1,S/C 220 kV,AIS,Medium,18,2015,2017,473,127.64911312681141,220,S/C,1
PROJ-8749,Dhanbad-III,Hilly Forests,6168,5939,2,218555,11880,983498,3,D/C 400 kV,Hybrid,High,18,2010,2013,1980,1609.288451743202,400,D/C,2+
PROJ-2489,Bakhtiyarpur,Northern Plains,625,726,1,20328,762,37570,0,S/C 220 kV,Hybrid,Low,18,2022,2024,254,275.5425921393879,220,S/C,0
PROJ-5423,Vijayawada,Coastal Plains,1383,1083,2,49125,2616,246599,4,D/C 765 kV,AIS,Medium,18,2013,2015,436,5831.320869901107,765,D/C,2+
PROJ-4761,Mainpuri,Northern Plains,1342,1337,2,42784,2670,221407,4,D/C 400 kV,AIS,Low,18,2015,2019,445,2431.9948332335784,400,D/C,2+
PROJ-3164,Neemrana,Desert Plains,4554,5878,1,203144,11748,973397,5,D/C 400 kV,AIS,Medium,18,2013,2016,1958,2055.798707387802,400,D/C,2+
PROJ-3540,GopalpurExt,Coastal Plains,1804,1819,2,62865,3660,248512,5,D/C 400 kV,GIS,Medium,12,2014,2017,610,1850.9994941149507,400,D/C,2+
PROJ-2425,TurumungaRE Park,Hilly Forests,755,780,2,25116,936,40365,1,S/C 220 kV,AIS,High,12,2012,2014,312,200.72398759472026,220,S/C,1
PROJ-6290,Kudankulam,Coastal Plains,1660,1563,2,75493,2814,266921,4,D/C 765 kV,GIS,High,18,2011,2013,469,5810.691465996302,765,D/C,2+
PROJ-4700,Ananthapuram,Coastal Plains,1283,1510,1,45662,1812,85957,3,S/C 220 kV,Hybrid,Medium,18,2011,2013,604,799.7361569323376,220,S/C,2+
PROJ-8806,Raichur,Central Plains,1728,1685,2,58234,4044,279036,2,D/C 400 kV,AIS,Medium,12,2010,2014,674,1122.977911736817,400,D/C,2+
PROJ-8827,VijayawadaGIS,Coastal Plains,1960,2480,3,74995,2604,105880,1,S/C 220 kV,GIS,Medium,12,2016,2018,868,182.99955167415084,220,S/C,1
PROJ-5711,Nellore,Coastal Plains,835,786,2,23769,825,33557,1,S/C 220 kV,GIS,Medium,18,2020,2024,275,221.33786463957716,220,S/C,1
PROJ-8947,Jaisalmer-II,Desert Plains,1647,1734,2,59927,3480,215363,5,D/C 400 kV,GIS,Medium,12,2015,2018,580,1870.2091399025019,400,D/C,2+
PROJ-8188,Kanpur,Northern Plains,2377,2590,2,82880,6216,428904,4,D/C 400 kV,AIS,Low,18,2016,2019,1036,1348.972751020846,400,D/C,2+
PROJ-3042,Angul,Hilly Forests,1492,1170,1,56511,2106,242190,3,D/C 765 kV,Hybrid,High,18,2016,2018,351,3961.7293180015495,765,D/C,2+
PROJ-9449,Gopalpur,Coastal Plains,1093,1383,2,41822,1452,78727,0,S/C 220 kV,AIS,Medium,12,2018,2022,484,147.84221760684375,220,S/C,0
PROJ-5377,KurnoolGIS,Coastal Plains,1410,1497,1,51736,3000,272694,3,D/C 400 kV,AIS,Medium,18,2013,2016,500,955.8180353146993,400,D/C,2+
PROJ-6998,BeawarRE Park,Desert Plains,2039,1920,2,87091,3456,397440,3,D/C 765 kV,Hybrid,Medium,18,2017,2021,576,3473.3663401085587,765,D/C,2+
PROJ-8228,Beawar,Desert Plains,2599,2731,2,94383,5478,452254,5,D/C 400 kV,Hybrid,Medium,12,2022,2025,913,2085.4954436605863,400,D/C,2+
PROJ-7304,Raigarh,Hilly Forests,1417,1128,2,41510,2274,140098,3,D/C 400 kV,GIS,High,18,2019,2021,379,1479.5216685630467,400,D/C,2+
PROJ-4972,Ranchi,Hilly Forests,1420,1392,2,44822,1671,54027,2,S/C 220 kV,GIS,High,18,2017,2019,557,371.00228148534643,220,S/C,2+
PROJ-1639,Kudankulam,Coastal Plains,1266,1447,2,46593,1302,61778,0,S/C 220 kV,GIS,High,12,2022,2025,434,176.8321515906925,220,S/C,0
PROJ-3062,Keonjhar-III,Hilly Forests,2290,2110,1,77648,4218,349416,5,D/C 400 kV,AIS,High,12,2011,2013,703,2325.3265936125954,400,D/C,2+
PROJ-3026,Gurgaon,Northern Plains,556,690,2,19320,828,35708,2,S/C 220 kV,AIS,Low,12,2014,2016,276,480.51733683535366,220,S/C,2+
PROJ-6122,Dharamjaygarh,Hilly Forests,1662,895,2,43228,2142,185265,4,D/C 765 kV,Hybrid,High,18,2019,2022,357,3403.9024957043657,765,D/C,2+
PROJ-9049,Mainpuri,Northern Plains,1215,1634,1,45752,1716,84560,2,S/C 220 kV,AIS,Low,18,2014,2017,572,316.96603355369916,220,S/C,2+
PROJ-3314,MainpuriGIS,Northern Plains,964,758,1,24256,1818,125525,4,D/C 400 kV,Hybrid,Low,12,2020,2024,303,2218.753479570219,400,D/C,2+
PROJ-1884,PakaldulExt,Hilly Forests,1827,2745,1,88389,2064,106540,2,S/C 220 kV,GIS,High,18,2019,2023,688,266.73188198010513,220,S/C,2+
PROJ-9592,Bhadla,Desert Plains,2661,2332,3,85818,5598,386179,3,D/C 400 kV,AIS,High,12,2022,2024,933,1136.0429071639487,400,D/C,2+
PROJ-1207,Rewa,Central Plains,1084,894,1,40552,2160,185058,5,D/C 765 kV,AIS,Medium,12,2013,2016,360,5518.7214428162815,765,D/C,2+
PROJ-4569,Yadadri,Central Plains,996,1470,1,44453,1323,57054,0,S/C 220 kV,GIS,Medium,12,2019,2021,441,214.5365631713379,220,S/C,0
PROJ-7280,AngulExt,Hilly Forests,2460,1384,2,62778,3324,286488,5,D/C 765 kV,Hybrid,Medium,18,2015,2018,554,4824.273904066354,765,D/C,2+
PROJ-8978,Kanpur,Northern Plains,3444,3243,2,136206,5838,671301,4,D/C 765 kV,AIS,Low,18,2013,2016,973,4702.576255459554,765,D/C,2+
PROJ-3570,Gadag,Coastal Plains,1766,2198,2,75963,4386,400388,5,D/C 400 kV,AIS,Medium,18,2012,2015,731,2372.16393237178,400,D/C,2+
PROJ-5956,Pune,Central Plains,2637,2197,2,99656,5256,454779,5,D/C 765 kV,AIS,Medium,12,2010,2013,876,2642.8545886200523,765,D/C,2+
PROJ-5799,Nellore-III,Coastal Plains,1053,948,1,32763,1902,172688,3,D/C 400 kV,Hybrid,Medium,12,2020,2022,317,1246.0893438265482,400,D/C,2+
PROJ-7518,BarmerExt,Desert Plains,1738,2155,3,65167,2586,83641,1,S/C 220 kV,GIS,Medium,12,2018,2022,862,278.81990722123186,220,S/C,1
PROJ-9275,Gurgaon,Northern Plains,863,565,2,23730,1362,116955,5,D/C 765 kV,Hybrid,Low,18,2017,2021,227,2775.782953008927,765,D/C,2+
PROJ-8772,Sonipat,Northern Plains,1484,1470,1,61740,2646,228217,4,D/C 765 kV,GIS,Low,12,2012,2016,441,2150.7895616906826,765,D/C,2+
PROJ-9075,Sikar,Desert Plains,2196,3230,3,97675,2907,167152,3,S/C 220 kV,AIS,Medium,18,2018,2021,969,673.3899823491311,220,S/C,2+
PROJ-1900,DharamjaygarhExt,Hilly Forests,881,863,1,27789,906,44660,1,S/C 220 kV,AIS,High,12,2022,2026,302,159.60786641889018,220,S/C,1
PROJ-1240,Dhanbad,Hilly Forests,1094,1177,1,37899,1236,45682,1,S/C 220 kV,GIS,High,18,2012,2015,412,144.75567725419523,220,S/C,1
PROJ-3424,Pune,Central Plains,4073,4612,2,159391,11070,763747,5,D/C 400 kV,AIS,Medium,12,2018,2022,1845,3012.4611194449617,400,D/C,2+
PROJ-3579,Fatehgarh,Desert Plains,1978,2004,2,73747,4014,331862,5,D/C 400 kV,Hybrid,High,12,2017,2021,669,2112.3250503142394,400,D/C,2+
PROJ-7413,Dharamjaygarh,Hilly Forests,2260,2335,3,75187,2802,120836,2,S/C 220 kV,AIS,High,12,2013,2017,934,248.06370349424878,220,S/C,2+
PROJ-1006,Umred,Central Plains,961,678,1,30754,1626,140346,3,D/C 765 kV,AIS,Medium,12,2012,2015,271,3525.389657533259,765,D/C,2+
PROJ-6398,KoppalRE Park,Coastal Plains,869,1100,2,33264,1155,62618,1,S/C 220 kV,Hybrid,Medium,12,2014,2018,385,246.13580230567806,220,S/C,1
PROJ-6544,NelloreExt,Coastal Plains,2011,2015,1,69638,4044,275289,4,D/C 400 kV,GIS,Medium,18,2010,2014,674,1786.5448988486933,400,D/C,2+
PROJ-6957,Ranchi,Hilly Forests,2708,2802,3,103114,5604,464011,5,D/C 400 kV,AIS,High,18,2016,2019,934,2696.106031930325,400,D/C,2+
PROJ-8885,Mainpuri-II,Northern Plains,578,1084,2,30352,816,42073,2,S/C 220 kV,GIS,Low,18,2014,2017,272,247.02289964837462,220,S/C,2+
PROJ-4130,Beawar,Desert Plains,1552,1540,2,69854,2772,239085,5,D/C 765 kV,GIS,Medium,12,2015,2019,462,3547.0335697496685,765,D/C,2+
PROJ-6383,Pune,Central Plains,1254,2107,1,63716,1581,109037,1,S/C 220 kV,Hybrid,Medium,18,2016,2018,527,246.9701040999202,220,S/C,1
PROJ-8233,Raichur,Central Plains,5349,5673,1,196059,11352,939449,3,D/C 400 kV,Hybrid,Medium,18,2021,2025,1892,1074.9154910345424,400,D/C,2+
PROJ-7768,Sikar,Desert Plains,1868,1481,1,67178,3534,306567,4,D/C 765 kV,AIS,Medium,18,2016,2019,589,5657.766917949353,765,D/C,2+
PROJ-5037,MainpuriGIS,Northern Plains,1858,1750,2,73500,3150,362250,5,D/C 765 kV,Hybrid,Low,18,2010,2013,525,3439.5179439920826,765,D/C,2+
PROJ-5720,Nagpur,Central Plains,1445,1200,2,54432,2880,248400,3,D/C 765 kV,AIS,Medium,12,2013,2015,480,2509.3510554525305,765,D/C,2+
PROJ-5735,Aligarh,Northern Plains,1735,1758,1,56256,4218,291125,3,D/C 400 kV,AIS,Low,12,2013,2017,703,1192.8644913960445,400,D/C,2+
PROJ-8083,North Karanpura,Hilly Forests,3228,2720,2,100096,5436,337824,5,D/C 400 kV,GIS,High,18,2014,2018,906,2155.3583624232624,400,D/C,2+
PROJ-7688,AligarhExt,Northern Plains,733,482,2,20244,1158,99774,2,D/C 765 kV,Hybrid,Low,18,2014,2017,193,1896.815682031866,765,D/C,2+
PROJ-2997,DharamjaygarhRE Park,Hilly Forests,6567,4633,1,223774,11130,959031,3,D/C 765 kV,AIS,High,18,2018,2020,1855,4278.8398855452215,765,D/C,2+
PROJ-8757,Dharamjaygarh,Hilly Forests,2397,2717,3,87487,2853,105454,3,S/C 220 kV,GIS,High,12,2014,2018,951,816.6200399833443,220,S/C,2+
PROJ-2575,Ananthapuram-II,Coastal Plains,1054,1074,1,37117,2130,195640,3,D/C 400 kV,AIS,Medium,18,2020,2024,355,1055.663308443291,400,D/C,2+
PROJ-5432,BikanerExt,Desert Plains,1255,1401,2,48419,2796,232006,3,D/C 400 kV,AIS,Medium,18,2022,2025,466,1408.300152154562,400,D/C,2+
PROJ-2638,Vijayawada-II,Coastal Plains,5455,4522,1,205118,10872,772245,5,D/C 765 kV,GIS,Medium,12,2013,2016,1812,3227.8375491661786,765,D/C,2+
PROJ-7203,Rewa,Central Plains,2130,1938,2,66977,3882,240700,3,D/C 400 kV,GIS,Medium,18,2019,2022,647,1643.1623241388384,400,D/C,2+
PROJ-8175,Mainpuri,Northern Plains,2389,2660,2,85120,5316,440496,3,D/C 400 kV,AIS,Low,18,2018,2020,886,1422.0464828038612,400,D/C,2+
PROJ-9790,Jaipur,Desert Plains,887,897,1,31000,1800,111407,4,D/C 400 kV,GIS,Medium,12,2019,2022,300,2305.992716557559,400,D/C,2+
PROJ-1898,Kishenpur,Hilly Forests,1810,1226,2,59216,2940,253782,4,D/C 765 kV,Hybrid,High,12,2019,2023,490,5688.195208508429,765,D/C,2+
PROJ-4995,Vijayawada-III,Coastal Plains,973,1002,2,34629,2010,182524,1,D/C 400 kV,Hybrid,Medium,18,2021,2024,335,342.4865769489853,400,D/C,1
PROJ-2994,Nagbhid,Central Plains,1959,1259,1,57108,3048,260613,5,D/C 765 kV,AIS,Medium,18,2021,2023,508,4750.121197639013,765,D/C,2+
PROJ-2414,Umred,Central Plains,1532,1268,2,57516,3054,262476,4,D/C 765 kV,Hybrid,Medium,12,2013,2017,509,3423.0963368026405,765,D/C,2+
PROJ-4582,Koppal,Central Plains,3108,7399,2,223746,5550,382898,2,S/C 220 kV,Hybrid,Medium,12,2011,2015,1850,475.65734279213507,220,S/C,2+
PROJ-9343,Pakaldul,Hilly Forests,3475,2401,3,115968,5772,497007,5,D/C 765 kV,AIS,High,12,2014,2018,962,4917.610336824857,765,D/C,2+
PROJ-3083,Bhadla,Desert Plains,908,854,1,27499,897,44194,1,S/C 220 kV,AIS,High,18,2020,2023,299,255.80107878480754,220,S/C,1
PROJ-5742,NelloreGIS,Coastal Plains,1310,1320,2,45619,2634,240451,1,D/C 400 kV,AIS,Medium,12,2022,2026,439,593.8549594146837,400,D/C,1
PROJ-7957,Turumunga,Hilly Forests,1524,1640,2,52808,1722,63652,3,S/C 220 kV,GIS,High,18,2017,2019,574,751.4455399272056,220,S/C,2+
PROJ-4006,Varanasi,Northern Plains,2380,2233,2,93786,4020,346673,5,D/C 765 kV,GIS,Low,12,2015,2018,670,3050.8606012681657,765,D/C,2+
PROJ-6392,Neemrana,Desert Plains,2463,2712,3,93727,5424,449107,4,D/C 400 kV,Hybrid,Medium,18,2014,2018,904,2047.8071758293918,400,D/C,2+
PROJ-3063,Indore,Central Plains,559,658,1,19898,789,34052,0,S/C 220 kV,AIS,Medium,18,2010,2013,263,224.29288453135692,220,S/C,0
PROJ-1853,Varanasi,Northern Plains,1009,1188,1,33264,1425,46109,1,S/C 220 kV,GIS,Low,18,2019,2023,475,200.07167207687803,220,S/C,1
PROJ-7625,Pakaldul,Hilly Forests,1832,1628,1,59910,3240,269597,3,D/C 400 kV,AIS,High,18,2021,2025,540,931.1314955083581,400,D/C,2+
PROJ-7018,Fatuha,Northern Plains,2068,1989,1,63648,3984,329378,5,D/C 400 kV,Hybrid,Low,18,2010,2014,664,2937.096539773195,400,D/C,2+
PROJ-7758,Aligarh,Northern Plains,887,897,1,28704,1800,148543,2,D/C 400 kV,Hybrid,Low,12,2019,2023,300,1108.0497228744864,400,D/C,2+
PROJ-5074,Rewa,Central Plains,1517,1243,1,56382,2988,192976,3,D/C 765 kV,GIS,Medium,12,2013,2016,498,4148.509472034238,765,D/C,2+
PROJ-8633,Fatuha,Northern Plains,2690,2615,3,83680,5244,324783,5,D/C 400 kV,GIS,Low,18,2017,2020,874,2345.7983374856203,400,D/C,2+
PROJ-4654,Mainpuri,Northern Plains,1122,960,2,30720,1938,119232,4,D/C 400 kV,GIS,Low,12,2021,2024,323,1890.004495035048,400,D/C,2+
PROJ-4912,Gurgaon,Northern Plains,1109,890,2,28480,2136,147384,2,D/C 400 kV,Hybrid,Low,18,2015,2018,356,776.1535301451894,400,D/C,2+
PROJ-8873,Dharamjaygarh,Hilly Forests,2030,1710,1,62928,3420,212382,5,D/C 400 kV,GIS,High,18,2020,2023,570,2374.2947821050398,400,D/C,2+
PROJ-9712,Kurnool,Coastal Plains,2620,2467,2,111903,4440,561736,5,D/C 765 kV,AIS,Medium,18,2013,2015,740,6198.1084232649755,765,D/C,2+
PROJ-7013,Tuticorin,Coastal Plains,673,809,1,26050,849,46052,1,S/C 220 kV,AIS,High,18,2012,2015,283,154.45713214162686,220,S/C,1
PROJ-2510,Paradeep,Coastal Plains,917,1138,1,36644,1365,48585,0,S/C 220 kV,GIS,High,12,2017,2021,455,224.16376070117838,220,S/C,0
PROJ-7840,Neemrana,Desert Plains,2690,2782,2,96146,5562,345524,4,D/C 400 kV,GIS,Medium,12,2013,2017,927,1295.5115802185512,400,D/C,2+
PROJ-5891,Varanasi,Northern Plains,827,762,2,21336,915,39434,2,S/C 220 kV,AIS,Low,18,2020,2022,305,302.66467595836576,220,S/C,2+
PROJ-5656,Vijayawada,Coastal Plains,1507,1082,2,49080,2598,184779,3,D/C 765 kV,GIS,Medium,12,2018,2021,433,4307.982537005333,765,D/C,2+
PROJ-9452,Sikar,Desert Plains,1120,822,1,37286,1980,127615,3,D/C 765 kV,GIS,Medium,18,2011,2015,330,2743.2894374011094,765,D/C,2+
PROJ-3052,Dhanbad,Hilly Forests,1883,1150,1,55545,2766,178538,3,D/C 765 kV,GIS,High,18,2014,2018,461,2531.9389089491106,765,D/C,2+
PROJ-1962,Mandsaur,Central Plains,1666,1540,1,69854,2772,239085,2,D/C 765 kV,GIS,Medium,12,2017,2019,462,2993.366555869359,765,D/C,2+
PROJ-1419,Barmer,Desert Plains,1625,2150,1,69230,1935,83447,2,S/C 220 kV,GIS,High,12,2016,2020,645,424.15958152797714,220,S/C,2+
PROJ-1260,Tuticorin,Coastal Plains,1293,2199,2,70808,1650,125178,2,S/C 220 kV,Hybrid,High,18,2016,2018,550,212.42275041406225,220,S/C,2+
PROJ-1854,Bhadla,Desert Plains,6471,4568,2,220634,10968,945576,5,D/C 765 kV,AIS,High,18,2010,2014,1828,4897.596185556768,765,D/C,2+
PROJ-8525,Dhanbad,Hilly Forests,764,790,2,25438,948,40882,0,S/C 220 kV,AIS,High,12,2011,2015,316,118.39690213415999,220,S/C,0
PROJ-3755,Umred,Central Plains,2257,1938,1,66977,3882,240700,3,D/C 400 kV,GIS,Medium,18,2018,2020,647,1134.6996872624363,400,D/C,2+
PROJ-4598,Vijayawada,Coastal Plains,3197,3010,2,136534,5418,514033,5,D/C 765 kV,GIS,Medium,18,2016,2019,903,2776.7489460904762,765,D/C,2+
PROJ-2572,AligarhRE Park,Northern Plains,1641,1558,2,49856,3120,258005,3,D/C 400 kV,AIS,Low,18,2021,2023,520,1813.0846977287488,400,D/C,2+
PROJ-1635,Choutuppal,Central Plains,1504,1289,1,44548,2586,160094,2,D/C 400 kV,GIS,Medium,18,2012,2016,431,1250.445927948444,400,D/C,2+
PROJ-4371,Jind,Northern Plains,4574,5294,2,169408,10572,876686,4,D/C 400 kV,AIS,Low,18,2013,2017,1762,1434.1805005599608,400,D/C,2+
PROJ-5350,GadagExt,Central Plains,3128,3103,2,140752,5586,481741,3,D/C 765 kV,GIS,Medium,12,2011,2015,931,4209.151959307546,765,D/C,2+
PROJ-2064,Turumunga,Hilly Forests,2156,1217,2,58781,2946,251919,1,D/C 765 kV,Hybrid,High,12,2021,2025,491,596.1258517321514,765,D/C,1
PROJ-4129,FatehgarhExt,Desert Plains,1092,1285,2,38858,1542,49874,2,S/C 220 kV,GIS,Medium,18,2016,2018,514,385.0751326751308,220,S/C,2+
PROJ-1611,Bakhtiyarpur,Northern Plains,4371,5634,2,180288,11274,699743,5,D/C 400 kV,GIS,Low,18,2017,2021,1879,1732.8580951938811,400,D/C,2+
PROJ-1885,Barmer,Desert Plains,3225,2280,3,110124,5466,471960,3,D/C 765 kV,Hybrid,High,18,2014,2018,911,2524.708898832825,765,D/C,2+
PROJ-1558,Sikar-II,Desert Plains,806,1428,1,43183,1071,55424,2,S/C 220 kV,GIS,Medium,12,2017,2021,357,425.54681275670663,220,S/C,2+
PROJ-6543,Pune,Central Plains,1126,1016,2,35113,2040,168250,3,D/C 400 kV,Hybrid,Medium,12,2012,2015,340,1619.7081403331467,400,D/C,2+
PROJ-4138,Raigarh,Hilly Forests,1831,1741,2,64069,3480,288310,5,D/C 400 kV,Hybrid,High,18,2011,2014,580,2496.1959873320616,400,D/C,2+
PROJ-5030,Bakhtiyarpur,Northern Plains,2605,4600,2,128800,5520,238050,2,S/C 220 kV,AIS,Low,18,2015,2018,1840,522.3430821336249,220,S/C,2+
PROJ-8050,Dharamjaygarh,Hilly Forests,3228,2186,3,105584,5238,339376,5,D/C 765 kV,GIS,High,18,2011,2013,873,5497.152710138108,765,D/C,2+
PROJ-5364,Nellore,Coastal Plains,1008,1020,1,35251,2046,139352,1,D/C 400 kV,GIS,Medium,12,2012,2015,341,544.7404801438149,400,D/C,1
PROJ-4782,Aligarh,Northern Plains,1485,1473,1,61866,2652,304911,2,D/C 765 kV,Hybrid,Low,12,2011,2014,442,2324.743719825507,765,D/C,2+
PROJ-2027,DausaGIS,Desert Plains,1790,1678,1,57992,4026,277877,2,D/C 400 kV,AIS,Medium,12,2019,2023,671,1138.1340517446706,400,D/C,2+
PROJ-8006,KishenpurRE Park,Hilly Forests,1075,1055,2,33971,1266,54596,2,S/C 220 kV,AIS,High,18,2010,2014,422,407.75907411338704,220,S/C,2+
PROJ-7117,Angul,Hilly Forests,1537,1993,2,64175,1500,77353,1,S/C 220 kV,GIS,High,18,2022,2024,500,233.93679449265449,220,S/C,1
PROJ-8241,Nellore,Coastal Plains,4020,4552,1,157317,10926,829192,5,D/C 400 kV,Hybrid,Medium,12,2014,2017,1821,2971.503348820911,400,D/C,2+
PROJ-9505,Jaisalmer-III,Desert Plains,2249,2188,2,75617,4374,271750,2,D/C 400 kV,GIS,Medium,18,2013,2017,729,653.426803334755,400,D/C,2+
PROJ-3051,Gurgaon,Northern Plains,3168,2983,2,125286,5370,617481,4,D/C 765 kV,Hybrid,Low,18,2010,2013,895,4853.286918005089,765,D/C,2+
PROJ-2976,GurgaonGIS,Northern Plains,1212,1025,2,32800,2460,127305,3,D/C 400 kV,GIS,Low,12,2014,2018,410,1518.4536627125417,400,D/C,2+
PROJ-2566,Vijayawada,Coastal Plains,2104,1809,2,62519,3618,329527,3,D/C 400 kV,Hybrid,Medium,18,2016,2019,603,1731.9963281744472,400,D/C,2+
PROJ-4418,Raichur,Central Plains,968,1076,1,37187,2160,178186,3,D/C 400 kV,AIS,Medium,18,2012,2016,360,1235.362405172362,400,D/C,2+
PROJ-9754,Dharamjaygarh,Hilly Forests,1247,1163,2,37449,1221,60185,1,S/C 220 kV,AIS,High,12,2021,2025,407,271.58341444871354,220,S/C,1
PROJ-4119,MainpuriRE Park,Northern Plains,946,1563,1,43764,1407,80885,0,S/C 220 kV,Hybrid,Low,12,2018,2021,469,284.7486262533297,220,S/C,0
PROJ-6779,Kurnool,Coastal Plains,6019,5744,1,198513,11484,1046327,4,D/C 400 kV,AIS,Medium,12,2020,2022,1914,1650.183192136423,400,D/C,2+
PROJ-4395,Fatuha,Northern Plains,2261,1983,2,83286,3570,410481,5,D/C 765 kV,Hybrid,Low,18,2021,2025,595,4686.737862162974,765,D/C,2+
PROJ-5835,RaigarhRE Park,Hilly Forests,3228,2653,3,97630,5298,329503,5,D/C 400 kV,GIS,High,12,2016,2018,883,1550.8606208539609,400,D/C,2+
PROJ-9426,Angul-III,Hilly Forests,1030,509,2,24585,1236,105363,4,D/C 765 kV,AIS,High,18,2021,2024,206,2052.040853703491,765,D/C,2+
PROJ-1575,Koppal,Central Plains,1617,1711,1,59132,3402,283342,5,D/C 400 kV,AIS,Medium,12,2022,2024,567,2159.337544174432,400,D/C,2+
PROJ-7635,Dharamjaygarh,Hilly Forests,6462,5669,2,208619,11328,704090,5,D/C 400 kV,GIS,High,12,2022,2025,1888,1540.2451386316598,400,D/C,2+
PROJ-7220,Koppal,Central Plains,1824,2035,2,70330,4068,336996,4,D/C 400 kV,Hybrid,Medium,12,2018,2022,678,1547.9591805450834,400,D/C,2+
PROJ-3929,Neemrana,Desert Plains,2256,2877,2,87000,2589,111664,4,S/C 220 kV,GIS,Medium,12,2022,2026,863,921.8112047550162,220,S/C,2+
PROJ-8972,Nellore,Coastal Plains,1321,1270,1,43891,2544,231343,3,D/C 400 kV,Hybrid,Medium,18,2010,2014,424,900.7096901195141,400,D/C,2+
PROJ-8950,Jaisalmer,Desert Plains,1254,1506,1,48493,1581,58452,3,S/C 220 kV,GIS,High,18,2019,2022,527,708.5503275703509,220,S/C,2+
PROJ-1783,Gurgaon,Northern Plains,3420,3220,2,135240,5796,666540,3,D/C 765 kV,Hybrid,Low,18,2015,2019,966,1613.460409656106,765,D/C,2+
PROJ-1469,Umred,Central Plains,1033,965,2,33350,1932,159804,1,D/C 400 kV,Hybrid,Medium,12,2017,2020,322,625.4954745715735,400,D/C,1
PROJ-2969,Jaipur,Desert Plains,1583,1846,1,63798,3666,305698,4,D/C 400 kV,Hybrid,Medium,12,2011,2015,611,1703.2235376628373,400,D/C,2+
PROJ-1365,PakaldulExt,Hilly Forests,1327,1027,1,49604,1848,159442,5,D/C 765 kV,GIS,High,18,2013,2015,308,3738.085435873593,765,D/C,2+
PROJ-2706,North KaranpuraRE Park,Hilly Forests,3115,1770,1,85491,4242,274792,4,D/C 765 kV,GIS,High,18,2022,2026,707,2083.6380493409397,765,D/C,2+
PROJ-3861,Kurnool-IV,Coastal Plains,1901,2238,3,67677,2685,95549,1,S/C 220 kV,GIS,Medium,18,2017,2021,895,223.01825747399766,220,S/C,1
PROJ-1496,Barmer,Desert Plains,1075,1360,1,43792,1428,52785,1,S/C 220 kV,GIS,High,12,2013,2016,476,191.9004533140635,220,S/C,1
PROJ-4066,Neemrana,Desert Plains,1863,1899,1,65629,3804,314474,3,D/C 400 kV,Hybrid,Medium,12,2019,2023,634,1150.9588157246185,400,D/C,2+
PROJ-1844,Gopalpur,Coastal Plains,831,805,1,24343,966,34368,2,S/C 220 kV,GIS,Medium,18,2021,2025,322,562.3775871705059,220,S/C,2+
PROJ-3253,Fatehgarh,Desert Plains,1254,1449,1,53323,2898,239954,3,D/C 400 kV,AIS,High,18,2016,2019,483,1250.8797520675123,400,D/C,2+
PROJ-6030,Bikaner,Desert Plains,7159,5823,1,281251,10482,1205361,3,D/C 765 kV,Hybrid,High,18,2022,2025,1747,3645.801247527733,765,D/C,2+
PROJ-4831,Raigarh-III,Hilly Forests,1487,2360,1,75992,1770,122130,2,S/C 220 kV,Hybrid,High,12,2017,2019,590,542.691978602359,220,S/C,2+
PROJ-8756,Varanasi-II,Northern Plains,1841,2282,3,63896,2739,118093,3,S/C 220 kV,Hybrid,Low,12,2013,2017,913,562.116021934276,220,S/C,2+
